Version name,File name,Size,NR,NAuth,LOCTouched,LOCAdded,MAX_LOC_Added,AVG_LOC_Added,Churn,MAX_Churn,AVG_Churn,bugginess
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,224,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java,47,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,117,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java,41,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1230,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java,123,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,767,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java,430,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,273,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,643,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java,143,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java,24,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,132,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java,38,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,102,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java,716,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,154,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java,90,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java,80,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java,70,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,469,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java,105,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/checksum/DigestManager.java,191,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java,36,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java,34,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java,37,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java,297,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java,162,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,665,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,257,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,965,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java,45,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,581,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java,358,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,295,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java,52,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,231,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,557,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,108,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java,34,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java,108,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java,49,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java,213,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java,117,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerTestCase.java,56,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java,70,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java,93,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,501,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,241,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java,27,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java,64,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java,325,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java,53,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,359,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,306,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java,136,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,314,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,184,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,82,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,924,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java,60,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,149,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,326,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java,489,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java,371,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,418,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java,558,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,36,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java,54,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java,170,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java,27,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestZkVersion.java,65,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultiLedgerManagerMultiDigestTestCase.java,64,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java,64,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java,131,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java,74,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,32,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,69,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java,70,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,187,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java,113,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java,105,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,274,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java,68,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,359,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java,83,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,554,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,51,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java,29,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java,37,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java,62,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java,98,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java,678,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java,92,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java,114,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java,74,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java,74,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java,263,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java,108,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,342,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,162,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java,123,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java,49,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,176,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java,100,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java,203,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java,53,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java,72,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,88,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,64,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java,98,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java,98,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java,139,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java,36,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java,502,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java,878,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,581,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java,202,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,277,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,99,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java,67,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestEntryLog.java,225,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java,36,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,953,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java,319,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java,47,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java,198,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java,41,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java,70,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,113,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,128,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java,107,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java,32,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,406,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,323,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java,206,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,339,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java,306,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java,67,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java,349,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java,866,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java,174,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java,215,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java,162,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java,183,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java,171,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,242,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java,63,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java,57,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java,71,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java,374,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/checksum/MacDigestManager.java,84,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java,307,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,183,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java,84,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java,100,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java,138,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java,54,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java,354,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java,49,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java,137,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java,77,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java,16774,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,553,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,220,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,153,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java,69,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,268,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,144,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,230,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,545,0,0,0,0,0,0,0,0,0,YES
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java,63,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java,60,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java,83,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java,400,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,69,0,0,0,0,0,0,0,0,0,NO
4.1.1,tests/backward/src/test/java/org/apache/bookkeeper/tests/backward/TestBackwardCompat.java,621,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java,153,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java,47,0,0,0,0,0,0,0,0,0,NO
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,58,0,0,0,0,0,0,0,0,0,NO
4.1.1,hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java,1118,0,0,0,0,0,0,0,0,0,YES
4.1.1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,63,0,0,0,0,0,0,0,0,0,NO
