Version name,File name,Size,NR,NAuth,LOCTouched,LOCAdded,MAX_LOC_Added,AVG_LOC_Added,Churn,MAX_Churn,AVG_Churn,bugginess
1.3.2,lang/java/avro/src/test/java/org/apache/avro/TestDataFileReflect.java,185,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/test/java/org/apache/avro/io/TestBinaryDecoder.java,393,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/AvroRuntimeException.java,29,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/Stringable.java,34,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificRequestor.java,109,0,0,0,0,0,0,0,0,0,YES
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/DataFileWriteTool.java,98,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/CodecFactory.java,76,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/parsing/Parser.java,192,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/test/java/org/apache/avro/BarRecord.java,51,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java,176,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/ValidatingDecoder.java,232,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/file/LengthLimitedInputStream.java,85,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/test/java/org/apache/avro/io/TestEncoders.java,55,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/GenericContainer.java,27,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/util/RandomData.java,140,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/Util.java,71,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificResponder.java,101,0,0,0,0,0,0,0,0,0,YES
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/GenericFixed.java,24,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/ipc/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,241,0,0,0,0,0,0,0,0,0,YES
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/DecoderFactory.java,232,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/test/java/org/apache/avro/io/TestResolvingIO.java,212,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/BinaryData.java,197,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/RpcSendTool.java,123,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/Tool.java,51,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,447,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/tools/src/main/java/org/apache/avro/tool/InduceSchemaTool.java,76,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/test/java/org/apache/avro/TestDataFileConcat.java,154,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/BinaryEncoder.java,253,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificData.java,41,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumReader.java,149,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/io/BinaryDecoder.java,980,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/GenericRecord.java,27,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecordBase.java,54,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/test/java/org/apache/avro/generic/TestGenericDatumWriter.java,52,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/FloatHistogram.java,54,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsPlugin.java,121,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/generic/IndexedRecord.java,26,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramServer.java,80,0,0,0,0,0,0,0,0,0,NO
1.3.2,lang/java/avro/src/main/java/org/apache/avro/AvroRemoteException.java,41,0,0,0,0,0,0,0,0,0,YES
1.3.3,lang/java/src/test/java/org/apache/avro/mapred/TestWordCountGeneric.java,1,2,1,167,30,30,15,-107,30,-53,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/Schema.java,1299,4,1,314,269,193,67,223,186,56,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/file/DataFileReader.java,165,1,1,7,7,7,7,7,7,7,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/file/DataFileStream.java,321,2,1,88,73,55,37,57,41,29,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/file/DataFileWriter.java,364,2,1,47,23,12,12,-1,12,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/file/DeflateCodec.java,144,1,1,96,48,48,48,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/generic/GenericArray.java,33,1,1,15,4,4,4,-7,-7,-7,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/generic/GenericData.java,527,4,1,63,43,22,11,23,15,6,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumReader.java,391,6,1,108,73,30,12,38,23,6,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/generic/GenericDatumWriter.java,205,3,1,75,46,37,15,17,15,6,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/generic/GenericEnumSymbol.java,24,1,1,24,24,24,24,24,24,24,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/generic/IndexedRecord.java,29,1,1,8,6,6,6,3,3,3,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/io/BinaryData.java,304,1,1,107,107,107,107,107,107,107,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/io/DatumReader.java,38,1,1,2,1,1,1,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/io/ValidatingDecoder.java,238,1,1,6,6,6,6,6,6,6,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java,464,2,2,21,19,18,10,17,18,9,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.java,426,3,1,18,9,5,3,0,3,0,YES
1.3.3,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumReader.java,156,2,1,11,9,8,5,7,7,4,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectDatumWriter.java,124,2,1,9,3,3,2,-3,3,-1,YES
1.3.3,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificData.java,194,4,1,58,19,8,5,-20,0,-5,YES
1.3.3,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumReader.java,98,2,1,45,29,23,15,12,6,6,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificDatumWriter.java,54,1,1,10,5,5,5,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/util/Utf8.java,124,2,1,56,43,41,22,30,30,15,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/util/WeakIdentityHashMap.java,169,1,1,169,169,169,169,169,169,169,NO
1.3.3,lang/java/avro/src/test/java/NoPackage.java,21,1,1,21,21,21,21,21,21,21,NO
1.3.3,lang/java/avro/src/test/java/org/apache/avro/TestDataFile.java,269,1,1,29,29,29,29,29,29,29,NO
1.3.3,lang/java/avro/src/test/java/org/apache/avro/TestDataFileConcat.java,176,1,1,138,80,80,80,22,22,22,NO
1.3.3,lang/java/avro/src/test/java/org/apache/avro/io/TestResolvingIO.java,212,1,1,2,1,1,1,0,0,0,NO
1.3.3,lang/java/avro/src/test/java/org/apache/avro/io/TestResolvingIOResolving.java,193,1,1,13,13,13,13,13,13,13,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/DatagramServer.java,80,1,1,2,1,1,1,0,0,0,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCContext.java,194,3,1,84,61,41,20,37,39,12,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/RPCPlugin.java,76,1,1,10,6,6,6,2,2,2,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/Requestor.java,245,4,2,41,24,15,6,7,8,2,YES
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/Responder.java,232,4,1,46,28,22,7,10,10,3,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/Server.java,35,1,1,6,6,6,6,6,6,6,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/SocketServer.java,111,1,1,1,0,0,0,-1,-1,-1,YES
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/SocketTransceiver.java,115,1,1,1,1,1,1,1,1,1,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/Histogram.java,267,1,1,72,67,67,67,62,62,62,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/IntegerHistogram.java,55,1,1,55,55,55,55,55,55,55,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsPlugin.java,223,3,2,387,246,116,82,102,102,34,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/stats/StatsServlet.java,265,3,2,739,450,206,150,158,163,53,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/FileSpanStorage.java,359,1,1,359,359,359,359,359,359,359,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/InMemorySpanStorage.java,76,2,1,80,78,68,39,76,68,38,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanAggregator.java,180,3,2,185,183,155,61,180,155,60,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/SpanStorage.java,57,2,1,57,57,46,29,57,46,29,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/StaticServlet.java,50,1,1,50,50,50,50,50,50,50,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Trace.java,245,3,2,253,249,245,83,245,245,82,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceClientServlet.java,250,2,1,277,264,197,132,250,183,125,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceCollection.java,306,2,1,356,331,281,166,306,281,153,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TraceNode.java,136,2,1,153,145,94,73,136,94,68,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePlugin.java,370,6,2,437,404,322,67,370,322,62,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/TracePluginConfiguration.java,76,4,1,81,79,45,20,76,45,19,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/trace/Util.java,219,4,1,250,235,169,59,219,169,55,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/RPCMetaTestPlugin.java,187,3,1,32,21,17,7,10,13,3,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestCompare.java,256,1,1,17,17,17,17,17,17,17,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestNamespaceReflect.java,41,1,1,1,1,1,1,1,1,1,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestNamespaceSpecific.java,93,1,1,1,1,1,1,1,1,1,YES
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolDatagram.java,44,1,1,1,1,1,1,1,1,1,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolGeneric.java,213,3,1,22,21,19,7,20,19,7,YES
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolGenericMeta.java,44,1,1,1,1,1,1,1,1,1,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolReflect.java,144,2,1,18,18,17,9,18,17,9,YES
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolReflectMeta.java,47,1,1,1,1,1,1,1,1,1,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolSpecific.java,216,3,1,26,24,18,8,22,18,7,YES
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolSpecificMeta.java,47,1,1,1,1,1,1,1,1,1,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestSchema.java,687,8,1,117,105,33,13,93,33,12,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/stats/TestHistogram.java,142,1,1,48,48,48,48,48,48,48,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/SingletonTestingTracePlugin.java,38,1,1,38,38,38,38,38,38,38,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestBasicTracing.java,435,4,1,516,476,399,119,435,399,109,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestEndToEndTracing.java,258,3,1,266,262,245,87,258,245,86,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestFileSpanStorage.java,183,1,1,183,183,183,183,183,183,183,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestSpanAggregation.java,228,3,2,232,230,220,77,228,220,76,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestSpanTraceFormation.java,279,1,1,279,279,279,279,279,279,279,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestStaticServlet.java,32,1,1,32,32,32,32,32,32,32,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTraceCollection.java,116,2,2,116,116,98,58,116,98,58,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTraceConfigurations.java,104,1,1,104,104,104,104,104,104,104,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTraceSingletons.java,76,1,1,76,76,76,76,76,76,76,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/trace/TestTracingUtil.java,46,2,2,46,46,29,23,46,29,23,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/specific/TestSpecificData.java,79,1,1,38,38,38,38,38,38,38,YES
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroCollector.java,28,1,1,28,28,28,28,28,28,28,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroJob.java,152,3,1,179,114,56,38,48,25,16,YES
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKey.java,25,1,1,25,25,25,25,25,25,25,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroKeyComparator.java,53,2,1,21,7,6,4,-8,-1,-4,YES
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroMapper.java,44,1,1,45,12,12,12,-22,-22,-22,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroOutputFormat.java,103,3,1,40,29,13,10,16,13,5,YES
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroRecordReader.java,86,1,1,10,5,5,5,0,0,0,YES
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroReducer.java,52,1,1,55,18,18,18,-20,-20,-20,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroSerialization.java,137,2,1,57,24,18,12,-11,-3,-5,YES
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroUtf8InputFormat.java,117,2,1,117,117,98,59,117,98,59,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroValue.java,25,1,1,25,25,25,25,25,25,25,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/AvroWrapper.java,54,1,1,4,2,2,2,0,0,0,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopCombiner.java,62,1,1,62,62,62,62,62,62,62,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopMapper.java,83,1,1,83,83,83,83,83,83,83,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducer.java,60,1,1,60,60,60,60,60,60,60,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/HadoopReducerBase.java,63,1,1,63,63,63,63,63,63,63,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/Pair.java,452,2,1,486,469,453,235,452,453,226,YES
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherData.java,42,1,1,42,42,42,42,42,42,42,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherInputFormat.java,58,1,1,58,58,58,58,58,58,58,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherJob.java,156,2,1,160,158,154,79,156,154,78,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeyComparator.java,61,1,1,61,61,61,61,61,61,61,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherKeySerialization.java,91,1,1,91,91,91,91,91,91,91,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherMapRunner.java,93,1,1,93,93,93,93,93,93,93,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputFormat.java,80,1,1,80,80,80,80,80,80,80,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherOutputService.java,101,2,1,111,106,103,53,101,103,51,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherPartitioner.java,59,2,1,59,59,59,30,59,59,30,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherRecordReader.java,84,1,1,84,84,84,84,84,84,84,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetherReducer.java,82,1,1,82,82,82,82,82,82,82,NO
1.3.3,lang/java/mapred/src/main/java/org/apache/avro/mapred/tether/TetheredProcess.java,132,2,1,132,132,131,66,132,131,66,NO
1.3.3,lang/java/mapred/src/test/java/org/apache/avro/mapred/TestWeather.java,144,1,1,144,144,144,144,144,144,144,NO
1.3.3,lang/java/mapred/src/test/java/org/apache/avro/mapred/TestWordCount.java,148,4,1,155,99,53,25,41,53,10,NO
1.3.3,lang/java/mapred/src/test/java/org/apache/avro/mapred/WordCountUtil.java,137,4,1,59,50,26,13,40,25,10,YES
1.3.3,lang/java/mapred/src/test/java/org/apache/avro/mapred/tether/TetherTask.java,204,2,1,206,205,204,103,204,204,102,NO
1.3.3,lang/java/mapred/src/test/java/org/apache/avro/mapred/tether/TetherTaskRunner.java,90,3,1,96,93,90,31,90,90,30,NO
1.3.3,lang/java/mapred/src/test/java/org/apache/avro/mapred/tether/WordCountTask.java,62,2,1,85,74,59,37,62,59,31,NO
1.3.3,lang/java/tools/src/main/java/org/apache/avro/tool/FromTextTool.java,99,1,1,99,99,99,99,99,99,99,NO
1.3.3,lang/java/tools/src/main/java/org/apache/avro/tool/IdlTool.java,79,2,1,25,13,7,7,1,1,1,NO
1.3.3,lang/java/tools/src/main/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java,78,1,1,1,1,1,1,1,1,1,NO
1.3.3,lang/java/tools/src/main/java/org/apache/avro/tool/Main.java,101,3,1,10,7,3,2,4,2,1,NO
1.3.3,lang/java/tools/src/main/java/org/apache/avro/tool/RpcReceiveTool.java,177,1,1,1,1,1,1,1,1,1,NO
1.3.3,lang/java/tools/src/main/java/org/apache/avro/tool/ToTextTool.java,88,1,1,88,88,88,88,88,88,88,NO
1.3.3,lang/java/tools/src/main/java/org/apache/avro/tool/Util.java,119,1,1,60,54,54,54,48,48,48,NO
1.3.3,lang/java/tools/src/test/java/org/apache/avro/tool/TestJsonToFromBinaryFragmentTools.java,67,1,1,5,3,3,3,1,1,1,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/util/ByteBufferOutputStream.java,106,2,1,32,24,18,12,15,16,8,NO
1.3.3,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/SpecificCompiler.java,439,5,1,38,25,11,5,12,7,2,YES
1.3.3,lang/java/compiler/src/test/java/org/apache/avro/compiler/idl/TestIdl.java,157,2,1,24,12,11,6,0,0,0,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/generic/GenericRequestor.java,74,2,1,12,8,7,4,4,5,2,YES
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/reflect/ReflectResponder.java,63,2,1,18,15,14,8,12,13,6,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificRequestor.java,109,1,1,4,2,2,2,0,0,0,YES
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/specific/SpecificResponder.java,102,1,1,1,1,1,1,1,1,1,YES
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/compiler/specific/TestSpecificCompiler.java,276,2,1,41,38,36,19,35,35,18,YES
1.3.3,lang/java/avro/src/test/java/org/apache/avro/reflect/TestReflect.java,547,2,1,39,39,29,20,39,29,20,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/io/Perf.java,650,1,1,159,121,121,121,82,82,82,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/util/RandomData.java,140,1,1,2,1,1,1,0,0,0,NO
1.3.3,lang/java/ipc-jetty/src/main/java/org/apache/avro/ipc/jetty/HttpServer.java,72,1,1,29,21,21,21,13,13,13,NO
1.3.3,lang/java/ipc-jetty/src/main/java/org/apache/avro/ipc/jetty/StaticServlet.java,46,2,1,46,46,28,23,46,28,23,NO
1.3.3,lang/java/ipc-jetty/src/main/java/org/apache/avro/ipc/jetty/StatsServer.java,54,1,1,54,54,54,54,54,54,54,NO
1.3.3,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/StatsPluginOverhead.java,105,1,1,4,3,3,3,2,2,2,YES
1.3.3,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/TestBulkData.java,117,1,1,1,1,1,1,1,1,1,NO
1.3.3,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/TestProtocolHttp.java,42,1,1,1,1,1,1,1,1,1,YES
1.3.3,lang/java/ipc-jetty/src/test/java/org/apache/avro/ipc/jetty/TestStatsPluginAndServlet.java,217,4,2,228,134,57,34,37,39,9,YES
1.3.3,lang/java/ipc-netty/src/main/java/org/apache/avro/ipc/netty/NettyServer.java,151,3,1,199,175,148,58,151,148,50,NO
1.3.3,lang/java/ipc-netty/src/main/java/org/apache/avro/ipc/netty/NettyTransceiver.java,264,1,1,264,264,264,264,264,264,264,NO
1.3.3,lang/java/ipc-netty/src/main/java/org/apache/avro/ipc/netty/NettyTransportCodec.java,183,2,1,183,183,165,92,183,165,92,NO
1.3.3,lang/java/ipc-netty/src/test/java/org/apache/avro/ipc/netty/TestNettyServer.java,76,5,1,82,79,58,16,76,58,15,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/Transceiver.java,72,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/tools/src/test/java/org/apache/avro/tool/TestMain.java,35,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/AvroTypeException.java,29,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/TestLocalTransceiver.java,64,0,0,0,0,0,0,0,0,0,YES
1.3.3,lang/java/avro/src/test/java/org/apache/avro/file/TestLengthLimitedInputStream.java,58,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/stats/TestStopwatch.java,80,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/TestProtocolParsing.java,87,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/HttpTransceiver.java,106,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/ipc/src/main/java/org/apache/avro/ipc/ResponderServlet.java,56,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/file/NullCodec.java,66,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/io/ValidatingEncoder.java,208,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/compiler/src/main/java/org/apache/avro/compiler/specific/ProtocolTask.java,81,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/tools/src/test/java/org/apache/avro/tool/TestDataFileTools.java,205,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/file/SeekableInput.java,37,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/ipc/src/test/java/org/apache/avro/ipc/stats/FakeTicks.java,35,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/tools/src/main/java/org/apache/avro/tool/DataFileGetSchemaTool.java,54,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/io/ParsingEncoder.java,70,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/specific/SpecificRecord.java,26,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/test/java/org/apache/avro/io/TestBlockingIO2.java,163,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/file/SeekableFileInput.java,37,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/test/java/org/apache/avro/io/TestValidatingIO.java,849,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/io/JsonEncoder.java,245,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/tools/src/main/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java,84,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/specific/FixedSize.java,37,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/test/java/org/apache/avro/GenerateBlockingData.java,85,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/test/java/org/apache/avro/AvroTestUtil.java,32,0,0,0,0,0,0,0,0,0,NO
1.3.3,lang/java/avro/src/main/java/org/apache/avro/io/DatumWriter.java,36,0,0,0,0,0,0,0,0,0,NO
