Dataset,#TrainingRelease,%Training,%Defective in training,%Defective in testing,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Classifier,Precision,Recall,AUC,Kappa
AVRO,10,46.43%,24.97%,6.86%,oversampling,No Feature Selection,Sensitive Learning,8.0,71.0,187.0,11.0,IBk,0.101,0.421,0.69,0.059,
AVRO,10,46.43%,24.97%,6.86%,oversampling,Best first,No cost sensitive,7.0,43.0,215.0,12.0,RandomForest,0.14,0.368,0.715,0.115,
AVRO,10,46.43%,24.97%,6.86%,oversampling,Best first,No cost sensitive,4.0,7.0,251.0,15.0,NaiveBayes,0.364,0.211,0.906,0.228,
AVRO,10,46.43%,24.97%,6.86%,oversampling,Best first,No cost sensitive,5.0,43.0,215.0,14.0,IBk,0.104,0.263,0.582,0.057,
AVRO,10,46.43%,24.97%,6.86%,oversampling,Best first,Sensitive Threshold,12.0,90.0,168.0,7.0,RandomForest,0.118,0.632,0.641,0.094,
AVRO,10,46.43%,24.97%,6.86%,oversampling,Best first,Sensitive Threshold,10.0,13.0,245.0,9.0,NaiveBayes,0.435,0.526,0.738,0.434,
AVRO,10,46.43%,24.97%,6.86%,oversampling,Best first,Sensitive Threshold,5.0,78.0,180.0,14.0,IBk,0.06,0.263,0.48,-0.015,
AVRO,10,46.43%,24.97%,6.86%,oversampling,Best first,Sensitive Learning,14.0,107.0,151.0,5.0,RandomForest,0.116,0.737,0.673,0.092,
AVRO,10,46.43%,24.97%,6.86%,oversampling,Best first,Sensitive Learning,10.0,13.0,245.0,9.0,NaiveBayes,0.435,0.526,0.906,0.434,
AVRO,10,46.43%,24.97%,6.86%,oversampling,Best first,Sensitive Learning,5.0,74.0,184.0,14.0,IBk,0.063,0.263,0.582,-0.01,
AVRO,10,46.43%,24.97%,6.86%,undersampling,No Feature Selection,No cost sensitive,9.0,60.0,198.0,10.0,RandomForest,0.13,0.474,0.681,0.109,
AVRO,10,46.43%,24.97%,6.86%,undersampling,No Feature Selection,No cost sensitive,3.0,6.0,252.0,16.0,NaiveBayes,0.333,0.158,0.887,0.178,
AVRO,10,46.43%,24.97%,6.86%,undersampling,No Feature Selection,No cost sensitive,6.0,71.0,187.0,13.0,IBk,0.078,0.316,0.568,0.017,
AVRO,10,46.43%,24.97%,6.86%,undersampling,No Feature Selection,Sensitive Threshold,16.0,147.0,111.0,3.0,RandomForest,0.098,0.842,0.636,0.06,
AVRO,10,46.43%,24.97%,6.86%,undersampling,No Feature Selection,Sensitive Threshold,3.0,6.0,252.0,16.0,NaiveBayes,0.333,0.158,0.567,0.178,
AVRO,10,46.43%,24.97%,6.86%,undersampling,No Feature Selection,Sensitive Threshold,6.0,111.0,147.0,13.0,IBk,0.051,0.316,0.443,-0.034,
AVRO,10,46.43%,24.97%,6.86%,undersampling,No Feature Selection,Sensitive Learning,16.0,172.0,86.0,3.0,RandomForest,0.085,0.842,0.671,0.034,
AVRO,10,46.43%,24.97%,6.86%,undersampling,No Feature Selection,Sensitive Learning,3.0,6.0,252.0,16.0,NaiveBayes,0.333,0.158,0.888,0.178,
AVRO,10,46.43%,24.97%,6.86%,undersampling,No Feature Selection,Sensitive Learning,6.0,111.0,147.0,13.0,IBk,0.051,0.316,0.568,-0.034,
AVRO,10,46.43%,24.97%,6.86%,undersampling,Best first,No cost sensitive,12.0,17.0,241.0,7.0,RandomForest,0.414,0.632,0.783,0.455,
AVRO,10,46.43%,24.97%,6.86%,undersampling,Best first,No cost sensitive,3.0,6.0,252.0,16.0,NaiveBayes,0.333,0.158,0.876,0.178,
AVRO,10,46.43%,24.97%,6.86%,undersampling,Best first,No cost sensitive,13.0,20.0,238.0,6.0,IBk,0.394,0.684,0.73,0.452,
AVRO,10,46.43%,24.97%,6.86%,undersampling,Best first,Sensitive Threshold,19.0,257.0,1.0,0.0,RandomForest,0.069,1.0,0.502,0.001,
AVRO,10,46.43%,24.97%,6.86%,undersampling,Best first,Sensitive Threshold,5.0,7.0,251.0,14.0,NaiveBayes,0.417,0.263,0.618,0.285,
AVRO,10,46.43%,24.97%,6.86%,undersampling,Best first,Sensitive Threshold,16.0,252.0,6.0,3.0,IBk,0.06,0.842,0.433,-0.019,
AVRO,10,46.43%,24.97%,6.86%,undersampling,Best first,Sensitive Learning,19.0,258.0,0.0,0.0,RandomForest,0.069,1.0,0.831,0.0,
AVRO,10,46.43%,24.97%,6.86%,undersampling,Best first,Sensitive Learning,5.0,7.0,251.0,14.0,NaiveBayes,0.417,0.263,0.876,0.285,
AVRO,10,46.43%,24.97%,6.86%,undersampling,Best first,Sensitive Learning,16.0,252.0,6.0,3.0,IBk,0.06,0.842,0.73,-0.019,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,No Feature Selection,No cost sensitive,5.0,30.0,228.0,14.0,RandomForest,0.143,0.263,0.7,0.106,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,No Feature Selection,No cost sensitive,3.0,5.0,253.0,16.0,NaiveBayes,0.375,0.158,0.898,0.189,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,No Feature Selection,No cost sensitive,6.0,28.0,230.0,13.0,IBk,0.176,0.316,0.69,0.152,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,No Feature Selection,Sensitive Threshold,13.0,94.0,164.0,6.0,RandomForest,0.121,0.684,0.66,0.102,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,No Feature Selection,Sensitive Threshold,4.0,7.0,251.0,15.0,NaiveBayes,0.364,0.211,0.592,0.228,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,No Feature Selection,Sensitive Threshold,6.0,65.0,193.0,13.0,IBk,0.085,0.316,0.532,0.028,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,No Feature Selection,Sensitive Learning,14.0,109.0,149.0,5.0,RandomForest,0.114,0.737,0.678,0.089,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,No Feature Selection,Sensitive Learning,4.0,7.0,251.0,15.0,NaiveBayes,0.364,0.211,0.898,0.228,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,No Feature Selection,Sensitive Learning,6.0,63.0,195.0,13.0,IBk,0.087,0.316,0.69,0.032,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,Best first,No cost sensitive,6.0,6.0,252.0,13.0,RandomForest,0.5,0.316,0.692,0.353,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,Best first,No cost sensitive,4.0,6.0,252.0,15.0,NaiveBayes,0.4,0.211,0.872,0.24,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,Best first,No cost sensitive,9.0,10.0,248.0,10.0,IBk,0.474,0.474,0.749,0.435,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,Best first,Sensitive Threshold,15.0,253.0,5.0,4.0,RandomForest,0.056,0.789,0.404,-0.027,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,Best first,Sensitive Threshold,10.0,14.0,244.0,9.0,NaiveBayes,0.417,0.526,0.736,0.421,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,Best first,Sensitive Threshold,16.0,245.0,13.0,3.0,IBk,0.061,0.842,0.446,-0.016,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,Best first,Sensitive Learning,17.0,254.0,4.0,2.0,RandomForest,0.063,0.895,0.692,-0.013,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,Best first,Sensitive Learning,10.0,14.0,244.0,9.0,NaiveBayes,0.417,0.526,0.872,0.421,
AVRO,10,46.43%,24.97%,6.86%,SMOTE,Best first,Sensitive Learning,16.0,245.0,13.0,3.0,IBk,0.061,0.842,0.749,-0.016,
AVRO,11,53.37%,22.62%,1.37%,No sampling,No Feature Selection,No cost sensitive,0.0,19.0,268.0,4.0,RandomForest,0.0,0.0,0.669,-0.023,
AVRO,11,53.37%,22.62%,1.37%,No sampling,No Feature Selection,No cost sensitive,0.0,12.0,275.0,4.0,NaiveBayes,0.0,0.0,0.761,-0.021,
AVRO,11,53.37%,22.62%,1.37%,No sampling,No Feature Selection,No cost sensitive,1.0,29.0,258.0,3.0,IBk,0.033,0.25,0.76,0.035,
AVRO,11,53.37%,22.62%,1.37%,No sampling,No Feature Selection,Sensitive Threshold,3.0,91.0,196.0,1.0,RandomForest,0.032,0.75,0.716,0.036,
AVRO,11,53.37%,22.62%,1.37%,No sampling,No Feature Selection,Sensitive Threshold,0.0,15.0,272.0,4.0,NaiveBayes,0.0,0.0,0.474,-0.022,
AVRO,11,53.37%,22.62%,1.37%,No sampling,No Feature Selection,Sensitive Threshold,2.0,63.0,224.0,2.0,IBk,0.031,0.5,0.64,0.033,
AVRO,11,53.37%,22.62%,1.37%,No sampling,No Feature Selection,Sensitive Learning,2.0,83.0,204.0,2.0,RandomForest,0.024,0.5,0.615,0.019,
AVRO,11,53.37%,22.62%,1.37%,No sampling,No Feature Selection,Sensitive Learning,0.0,15.0,272.0,4.0,NaiveBayes,0.0,0.0,0.761,-0.022,
AVRO,11,53.37%,22.62%,1.37%,No sampling,No Feature Selection,Sensitive Learning,2.0,56.0,231.0,2.0,IBk,0.034,0.5,0.76,0.04,
AVRO,11,53.37%,22.62%,1.37%,No sampling,Best first,No cost sensitive,1.0,9.0,278.0,3.0,RandomForest,0.1,0.25,0.692,0.126,
AVRO,11,53.37%,22.62%,1.37%,No sampling,Best first,No cost sensitive,0.0,9.0,278.0,4.0,NaiveBayes,0.0,0.0,0.655,-0.019,
AVRO,11,53.37%,22.62%,1.37%,No sampling,Best first,No cost sensitive,1.0,13.0,274.0,3.0,IBk,0.071,0.25,0.74,0.092,
AVRO,11,53.37%,22.62%,1.37%,No sampling,Best first,Sensitive Threshold,2.0,32.0,255.0,2.0,RandomForest,0.059,0.5,0.694,0.083,
AVRO,11,53.37%,22.62%,1.37%,No sampling,Best first,Sensitive Threshold,0.0,15.0,272.0,4.0,NaiveBayes,0.0,0.0,0.474,-0.022,
AVRO,11,53.37%,22.62%,1.37%,No sampling,Best first,Sensitive Threshold,2.0,16.0,271.0,2.0,IBk,0.111,0.5,0.722,0.163,
AVRO,11,53.37%,22.62%,1.37%,No sampling,Best first,Sensitive Learning,2.0,30.0,257.0,2.0,RandomForest,0.063,0.5,0.693,0.089,
AVRO,11,53.37%,22.62%,1.37%,No sampling,Best first,Sensitive Learning,0.0,15.0,272.0,4.0,NaiveBayes,0.0,0.0,0.655,-0.022,
AVRO,11,53.37%,22.62%,1.37%,No sampling,Best first,Sensitive Learning,2.0,16.0,271.0,2.0,IBk,0.111,0.5,0.74,0.163,
AVRO,11,53.37%,22.62%,1.37%,oversampling,No Feature Selection,No cost sensitive,1.0,39.0,248.0,3.0,RandomForest,0.025,0.25,0.677,0.021,
AVRO,11,53.37%,22.62%,1.37%,oversampling,No Feature Selection,No cost sensitive,0.0,12.0,275.0,4.0,NaiveBayes,0.0,0.0,0.755,-0.021,
AVRO,11,53.37%,22.62%,1.37%,oversampling,No Feature Selection,No cost sensitive,2.0,47.0,240.0,2.0,IBk,0.041,0.5,0.758,0.051,
AVRO,11,53.37%,22.62%,1.37%,oversampling,No Feature Selection,Sensitive Threshold,3.0,120.0,167.0,1.0,RandomForest,0.024,0.75,0.666,0.021,
AVRO,11,53.37%,22.62%,1.37%,oversampling,No Feature Selection,Sensitive Threshold,0.0,16.0,271.0,4.0,NaiveBayes,0.0,0.0,0.472,-0.022,
AVRO,11,53.37%,22.62%,1.37%,oversampling,No Feature Selection,Sensitive Threshold,2.0,95.0,192.0,2.0,IBk,0.021,0.5,0.584,0.014,
AVRO,11,53.37%,22.62%,1.37%,oversampling,No Feature Selection,Sensitive Learning,3.0,132.0,155.0,1.0,RandomForest,0.022,0.75,0.61,0.017,
AVRO,11,53.37%,22.62%,1.37%,oversampling,No Feature Selection,Sensitive Learning,0.0,16.0,271.0,4.0,NaiveBayes,0.0,0.0,0.755,-0.022,
AVRO,11,53.37%,22.62%,1.37%,oversampling,No Feature Selection,Sensitive Learning,2.0,95.0,192.0,2.0,IBk,0.021,0.5,0.759,0.014,
AVRO,11,53.37%,22.62%,1.37%,oversampling,Best first,No cost sensitive,1.0,17.0,270.0,3.0,RandomForest,0.056,0.25,0.713,0.07,
AVRO,11,53.37%,22.62%,1.37%,oversampling,Best first,No cost sensitive,0.0,11.0,276.0,4.0,NaiveBayes,0.0,0.0,0.657,-0.021,
AVRO,11,53.37%,22.62%,1.37%,oversampling,Best first,No cost sensitive,1.0,18.0,269.0,3.0,IBk,0.053,0.25,0.731,0.066,
AVRO,11,53.37%,22.62%,1.37%,oversampling,Best first,Sensitive Threshold,4.0,276.0,11.0,0.0,RandomForest,0.014,1.0,0.519,0.001,
AVRO,11,53.37%,22.62%,1.37%,oversampling,Best first,Sensitive Threshold,0.0,19.0,268.0,4.0,NaiveBayes,0.0,0.0,0.467,-0.023,
AVRO,11,53.37%,22.62%,1.37%,oversampling,Best first,Sensitive Threshold,4.0,265.0,22.0,0.0,IBk,0.015,1.0,0.538,0.002,
AVRO,11,53.37%,22.62%,1.37%,oversampling,Best first,Sensitive Learning,4.0,281.0,6.0,0.0,RandomForest,0.014,1.0,0.731,0.001,
AVRO,11,53.37%,22.62%,1.37%,oversampling,Best first,Sensitive Learning,0.0,19.0,268.0,4.0,NaiveBayes,0.0,0.0,0.657,-0.023,
AVRO,11,53.37%,22.62%,1.37%,oversampling,Best first,Sensitive Learning,4.0,265.0,22.0,0.0,IBk,0.015,1.0,0.731,0.002,
AVRO,11,53.37%,22.62%,1.37%,undersampling,No Feature Selection,No cost sensitive,2.0,64.0,223.0,2.0,RandomForest,0.03,0.5,0.592,0.032,
AVRO,11,53.37%,22.62%,1.37%,undersampling,No Feature Selection,No cost sensitive,0.0,15.0,272.0,4.0,NaiveBayes,0.0,0.0,0.558,-0.022,
AVRO,11,53.37%,22.62%,1.37%,undersampling,No Feature Selection,No cost sensitive,1.0,59.0,228.0,3.0,IBk,0.017,0.25,0.601,0.006,
AVRO,11,53.37%,22.62%,1.37%,undersampling,No Feature Selection,Sensitive Threshold,3.0,152.0,135.0,1.0,RandomForest,0.019,0.75,0.61,0.011,
AVRO,11,53.37%,22.62%,1.37%,undersampling,No Feature Selection,Sensitive Threshold,0.0,16.0,271.0,4.0,NaiveBayes,0.0,0.0,0.472,-0.022,
AVRO,11,53.37%,22.62%,1.37%,undersampling,No Feature Selection,Sensitive Threshold,2.0,105.0,182.0,2.0,IBk,0.019,0.5,0.567,0.01,
AVRO,11,53.37%,22.62%,1.37%,undersampling,No Feature Selection,Sensitive Learning,3.0,171.0,116.0,1.0,RandomForest,0.017,0.75,0.58,0.007,
AVRO,11,53.37%,22.62%,1.37%,undersampling,No Feature Selection,Sensitive Learning,0.0,16.0,271.0,4.0,NaiveBayes,0.0,0.0,0.558,-0.022,
AVRO,11,53.37%,22.62%,1.37%,undersampling,No Feature Selection,Sensitive Learning,2.0,105.0,182.0,2.0,IBk,0.019,0.5,0.595,0.01,
AVRO,11,53.37%,22.62%,1.37%,undersampling,Best first,No cost sensitive,2.0,27.0,260.0,2.0,RandomForest,0.069,0.5,0.676,0.099,
AVRO,11,53.37%,22.62%,1.37%,undersampling,Best first,No cost sensitive,0.0,11.0,276.0,4.0,NaiveBayes,0.0,0.0,0.663,-0.021,
AVRO,11,53.37%,22.62%,1.37%,undersampling,Best first,No cost sensitive,2.0,28.0,259.0,2.0,IBk,0.067,0.5,0.688,0.096,
AVRO,11,53.37%,22.62%,1.37%,undersampling,Best first,Sensitive Threshold,4.0,287.0,0.0,0.0,RandomForest,0.014,1.0,0.5,0.0,
AVRO,11,53.37%,22.62%,1.37%,undersampling,Best first,Sensitive Threshold,0.0,16.0,271.0,4.0,NaiveBayes,0.0,0.0,0.472,-0.022,
AVRO,11,53.37%,22.62%,1.37%,undersampling,Best first,Sensitive Threshold,4.0,275.0,12.0,0.0,IBk,0.014,1.0,0.521,0.001,
AVRO,11,53.37%,22.62%,1.37%,undersampling,Best first,Sensitive Learning,4.0,287.0,0.0,0.0,RandomForest,0.014,1.0,0.68,0.0,
AVRO,11,53.37%,22.62%,1.37%,undersampling,Best first,Sensitive Learning,0.0,16.0,271.0,4.0,NaiveBayes,0.0,0.0,0.663,-0.022,
AVRO,11,53.37%,22.62%,1.37%,undersampling,Best first,Sensitive Learning,4.0,275.0,12.0,0.0,IBk,0.014,1.0,0.688,0.001,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,No Feature Selection,No cost sensitive,0.0,26.0,261.0,4.0,RandomForest,0.0,0.0,0.635,-0.024,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,No Feature Selection,No cost sensitive,0.0,13.0,274.0,4.0,NaiveBayes,0.0,0.0,0.6,-0.021,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,No Feature Selection,No cost sensitive,1.0,33.0,254.0,3.0,IBk,0.029,0.25,0.752,0.029,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,No Feature Selection,Sensitive Threshold,3.0,106.0,181.0,1.0,RandomForest,0.028,0.75,0.69,0.027,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,No Feature Selection,Sensitive Threshold,0.0,15.0,272.0,4.0,NaiveBayes,0.0,0.0,0.474,-0.022,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,No Feature Selection,Sensitive Threshold,2.0,71.0,216.0,2.0,IBk,0.027,0.5,0.626,0.027,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,No Feature Selection,Sensitive Learning,3.0,116.0,171.0,1.0,RandomForest,0.025,0.75,0.588,0.023,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,No Feature Selection,Sensitive Learning,0.0,15.0,272.0,4.0,NaiveBayes,0.0,0.0,0.6,-0.022,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,No Feature Selection,Sensitive Learning,2.0,71.0,216.0,2.0,IBk,0.027,0.5,0.752,0.027,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,Best first,No cost sensitive,1.0,9.0,278.0,3.0,RandomForest,0.1,0.25,0.483,0.126,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,Best first,No cost sensitive,0.0,12.0,275.0,4.0,NaiveBayes,0.0,0.0,0.65,-0.021,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,Best first,No cost sensitive,1.0,15.0,272.0,3.0,IBk,0.063,0.25,0.512,0.08,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,Best first,Sensitive Threshold,4.0,282.0,5.0,0.0,RandomForest,0.014,1.0,0.509,0.0,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,Best first,Sensitive Threshold,0.0,17.0,270.0,4.0,NaiveBayes,0.0,0.0,0.47,-0.023,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,Best first,Sensitive Threshold,4.0,265.0,22.0,0.0,IBk,0.015,1.0,0.538,0.002,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,Best first,Sensitive Learning,4.0,285.0,2.0,0.0,RandomForest,0.014,1.0,0.472,0.0,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,Best first,Sensitive Learning,0.0,17.0,270.0,4.0,NaiveBayes,0.0,0.0,0.65,-0.023,
AVRO,11,53.37%,22.62%,1.37%,SMOTE,Best first,Sensitive Learning,4.0,265.0,22.0,0.0,IBk,0.015,1.0,0.513,0.002,
AVRO,12,60.66%,20.07%,5.5%,No sampling,No Feature Selection,No cost sensitive,1.0,8.0,267.0,15.0,RandomForest,0.111,0.063,0.528,0.042,
AVRO,12,60.66%,20.07%,5.5%,No sampling,No Feature Selection,No cost sensitive,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.637,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,No Feature Selection,No cost sensitive,2.0,8.0,267.0,14.0,IBk,0.2,0.125,0.643,0.116,
AVRO,12,60.66%,20.07%,5.5%,No sampling,No Feature Selection,Sensitive Threshold,6.0,51.0,224.0,10.0,RandomForest,0.105,0.375,0.595,0.086,
AVRO,12,60.66%,20.07%,5.5%,No sampling,No Feature Selection,Sensitive Threshold,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,No Feature Selection,Sensitive Threshold,5.0,47.0,228.0,11.0,IBk,0.096,0.313,0.571,0.069,
AVRO,12,60.66%,20.07%,5.5%,No sampling,No Feature Selection,Sensitive Learning,5.0,51.0,224.0,11.0,RandomForest,0.089,0.313,0.479,0.058,
AVRO,12,60.66%,20.07%,5.5%,No sampling,No Feature Selection,Sensitive Learning,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.637,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,No Feature Selection,Sensitive Learning,5.0,47.0,228.0,11.0,IBk,0.096,0.313,0.643,0.069,
AVRO,12,60.66%,20.07%,5.5%,No sampling,Best first,No cost sensitive,0.0,0.0,275.0,16.0,RandomForest,NaN,0.0,0.438,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,Best first,No cost sensitive,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.563,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,Best first,No cost sensitive,0.0,0.0,275.0,16.0,IBk,NaN,0.0,0.438,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,Best first,Sensitive Threshold,0.0,0.0,275.0,16.0,RandomForest,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,Best first,Sensitive Threshold,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,Best first,Sensitive Threshold,0.0,0.0,275.0,16.0,IBk,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,Best first,Sensitive Learning,0.0,0.0,275.0,16.0,RandomForest,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,Best first,Sensitive Learning,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.563,0.0,
AVRO,12,60.66%,20.07%,5.5%,No sampling,Best first,Sensitive Learning,0.0,0.0,275.0,16.0,IBk,NaN,0.0,0.438,0.0,
AVRO,12,60.66%,20.07%,5.5%,oversampling,No Feature Selection,No cost sensitive,4.0,27.0,248.0,12.0,RandomForest,0.129,0.25,0.55,0.105,
AVRO,12,60.66%,20.07%,5.5%,oversampling,No Feature Selection,No cost sensitive,1.0,0.0,275.0,15.0,NaiveBayes,1.0,0.063,0.702,0.112,
AVRO,12,60.66%,20.07%,5.5%,oversampling,No Feature Selection,No cost sensitive,3.0,27.0,248.0,13.0,IBk,0.1,0.188,0.595,0.063,
AVRO,12,60.66%,20.07%,5.5%,oversampling,No Feature Selection,Sensitive Threshold,6.0,91.0,184.0,10.0,RandomForest,0.062,0.375,0.522,0.013,
AVRO,12,60.66%,20.07%,5.5%,oversampling,No Feature Selection,Sensitive Threshold,1.0,1.0,274.0,15.0,NaiveBayes,0.5,0.063,0.529,0.1,
AVRO,12,60.66%,20.07%,5.5%,oversampling,No Feature Selection,Sensitive Threshold,5.0,81.0,194.0,11.0,IBk,0.058,0.313,0.509,0.006,
AVRO,12,60.66%,20.07%,5.5%,oversampling,No Feature Selection,Sensitive Learning,6.0,101.0,174.0,10.0,RandomForest,0.056,0.375,0.546,0.002,
AVRO,12,60.66%,20.07%,5.5%,oversampling,No Feature Selection,Sensitive Learning,1.0,1.0,274.0,15.0,NaiveBayes,0.5,0.063,0.702,0.1,
AVRO,12,60.66%,20.07%,5.5%,oversampling,No Feature Selection,Sensitive Learning,5.0,81.0,194.0,11.0,IBk,0.058,0.313,0.595,0.006,
AVRO,12,60.66%,20.07%,5.5%,oversampling,Best first,No cost sensitive,0.0,0.0,275.0,16.0,RandomForest,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,oversampling,Best first,No cost sensitive,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.563,0.0,
AVRO,12,60.66%,20.07%,5.5%,oversampling,Best first,No cost sensitive,0.0,0.0,275.0,16.0,IBk,NaN,0.0,0.438,0.0,
AVRO,12,60.66%,20.07%,5.5%,oversampling,Best first,Sensitive Threshold,15.0,275.0,0.0,1.0,RandomForest,0.052,0.938,0.469,-0.007,
AVRO,12,60.66%,20.07%,5.5%,oversampling,Best first,Sensitive Threshold,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,oversampling,Best first,Sensitive Threshold,14.0,275.0,0.0,2.0,IBk,0.048,0.875,0.438,-0.014,
AVRO,12,60.66%,20.07%,5.5%,oversampling,Best first,Sensitive Learning,16.0,275.0,0.0,0.0,RandomForest,0.055,1.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,oversampling,Best first,Sensitive Learning,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.563,0.0,
AVRO,12,60.66%,20.07%,5.5%,oversampling,Best first,Sensitive Learning,14.0,275.0,0.0,2.0,IBk,0.048,0.875,0.438,-0.014,
AVRO,12,60.66%,20.07%,5.5%,undersampling,No Feature Selection,No cost sensitive,5.0,42.0,233.0,11.0,RandomForest,0.106,0.313,0.539,0.084,
AVRO,12,60.66%,20.07%,5.5%,undersampling,No Feature Selection,No cost sensitive,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.703,0.0,
AVRO,12,60.66%,20.07%,5.5%,undersampling,No Feature Selection,No cost sensitive,4.0,54.0,221.0,12.0,IBk,0.069,0.25,0.548,0.024,
AVRO,12,60.66%,20.07%,5.5%,undersampling,No Feature Selection,Sensitive Threshold,6.0,132.0,143.0,10.0,RandomForest,0.043,0.375,0.448,-0.023,
AVRO,12,60.66%,20.07%,5.5%,undersampling,No Feature Selection,Sensitive Threshold,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,undersampling,No Feature Selection,Sensitive Threshold,5.0,104.0,171.0,11.0,IBk,0.046,0.313,0.467,-0.018,
AVRO,12,60.66%,20.07%,5.5%,undersampling,No Feature Selection,Sensitive Learning,10.0,158.0,117.0,6.0,RandomForest,0.06,0.625,0.574,0.009,
AVRO,12,60.66%,20.07%,5.5%,undersampling,No Feature Selection,Sensitive Learning,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.703,0.0,
AVRO,12,60.66%,20.07%,5.5%,undersampling,No Feature Selection,Sensitive Learning,5.0,104.0,171.0,11.0,IBk,0.046,0.313,0.553,-0.018,
AVRO,12,60.66%,20.07%,5.5%,undersampling,Best first,No cost sensitive,1.0,0.0,275.0,15.0,RandomForest,1.0,0.063,0.563,0.112,
AVRO,12,60.66%,20.07%,5.5%,undersampling,Best first,No cost sensitive,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.563,0.0,
AVRO,12,60.66%,20.07%,5.5%,undersampling,Best first,No cost sensitive,0.0,0.0,275.0,16.0,IBk,NaN,0.0,0.438,0.0,
AVRO,12,60.66%,20.07%,5.5%,undersampling,Best first,Sensitive Threshold,16.0,275.0,0.0,0.0,RandomForest,0.055,1.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,undersampling,Best first,Sensitive Threshold,0.0,0.0,275.0,16.0,NaiveBayes,NaN,0.0,0.5,0.0,
AVRO,12,60.66%,20.07%,5.5%,undersampling,Best first,Sensitive Threshold,14.0,275.0,0.0,2.0,IBk,0.048,0.875,0.438,-0.014,
AVRO,12,60.66%,20.07%,5.5%,undersampling,Best first,Sensitive Learning,16.0,275.0,0.0,0.0,RandomForest,0.055,1.0,0.563,0.0,
